current_rest_link,review_date,review_comments,review_rating
v4jo/piao-xiang-xiao-huo-guo-gao-xiong-hua-xia-dian,9/14/2020,超好吃，很划算！,5/5
v4jo/piao-xiang-xiao-huo-guo-gao-xiong-hua-xia-dian,9/8/2020,再次訂餐好吃,5/5
v4jo/piao-xiang-xiao-huo-guo-gao-xiong-hua-xia-dian,9/6/2020,好吃,5/5
v4jo/piao-xiang-xiao-huo-guo-gao-xiong-hua-xia-dian,8/26/2020,哈哈哈我的飯呢？,5/5
v4jo/piao-xiang-xiao-huo-guo-gao-xiong-hua-xia-dian,8/13/2020,要的佐料都沒有按照需求,2/5
v4jo/piao-xiang-xiao-huo-guo-gao-xiong-hua-xia-dian,8/13/2020,好吃,5/5
v4jo/piao-xiang-xiao-huo-guo-gao-xiong-hua-xia-dian,8/11/2020,好吃 料多實在,5/5
v4jo/piao-xiang-xiao-huo-guo-gao-xiong-hua-xia-dian,8/4/2020,等了一個多小時！,1/5
v4jo/piao-xiang-xiao-huo-guo-gao-xiong-hua-xia-dian,8/4/2020,東西全部都翻到了6成，店家都沒包裝好,1/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,9/3/2021,平台寫店內價 但實則確實多收了幾十塊錢 希望以後可以誠實寫價錢 消費者才會有被尊重的感覺,1/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,7/6/2021,新鮮好吃,5/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,4/13/2021,飯份量少，且放涼了,3/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,3/30/2021,餐點品質時好時不好,3/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,3/22/2021,這次的嫩骨有點柴,5/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,2/26/2021,非常讚的餐.很久沒有吃過這麽令人舒服的便當了.可口又乾淨.！推...,5/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,2/4/2021,下次想嘗試其他的,4/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,1/17/2021,好吃美味,5/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,12/22/2020,便當盒難開,2/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,12/21/2020,很好吃,5/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,12/20/2020,配菜算是好吃的，白肉也不錯，不過量有點少,5/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,12/15/2020,訂了蒜泥白肉 很怕不新鮮會有味道 但意外很新鮮 餐點好吃 缺點是來的時候飯菜是冷的,4/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,12/14/2020,這間的主菜都很好吃，尤其是軟骨/控肉/打拋豬，實在銷魂😍便當不油膩，乾淨清爽，討厭那種便當盒子濕油油的,5/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,12/14/2020,好吃😋！菜色美味,5/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,12/14/2020,配菜普通,4/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,12/12/2020,雙拼菜色不錯，蒜泥白肉很好吃。,5/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,12/12/2020,小排軟骨筋滷的軟嫩，非常好吃，特別是配菜不像一般便當店，隨便炒一下，今天的配菜炒洋蔥是有脆度的，店家用心，大推！,5/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,12/12/2020,666,5/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,12/5/2020,餐點跟圖片差太多。主餐肉根本就不是小排。肉太肥 菜色也不好,1/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,12/5/2020,沒收到下訂的餐點，不知道是送錯，還是做錯餐。,1/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,12/2/2020,雞肉很嫩很嫩有節瓜就加分但是配菜紅蘿蔔洋蔥都不是我愛的,5/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,11/27/2020,好好吃,5/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,11/26/2020,好吃！,5/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,11/25/2020,很普通 不是那麼美味,3/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,11/25/2020,好吃👍,5/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,11/21/2020,配菜有黃(南瓜)，綠（青菜），紅(蘿蔔)，白 (洋蔥，)黑（香菇）用心搭配，看起來更美味,5/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,11/20/2020,東西有點鹹，其他很美味,4/5
r5uw/da-guan-shi-bian-dang-zhuan-mai,11/18/2020,打拋豬檸檬中汁加得有點多有點酸,4/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,10/10/2021,yummy,5/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,10/6/2021,炒飯今天有備註少油，可是還是有點油,5/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,10/1/2021,好ㄘˉ,5/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,9/20/2021,好吃 推薦麻婆豆腐系列,5/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,8/30/2021,牛肉麵沒有麵...,1/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,7/20/2021,蝦仁肉絲炒飯超好吃 份量大,5/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,7/9/2021,好吃，出餐速度也快！,5/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,6/9/2021,好吃的吃好幾次了 吃不膩,5/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,2/18/2021,酸辣湯的味道是被車壓過嗎,3/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,12/24/2020,麻將偏甜，花生醬比麻將香還濃,4/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,6/11/2020,建議可以加上有哪些餐點內容物在簡介中,5/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,6/2/2020,餐點略嫌鹹了點，但整體口味不錯,4/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,2/21/2020,炸醬麵有一個味道，臭臭的,3/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,12/12/2019,雖然外送員烏龍騎錯路，但是很客氣，我也知道這不是故意的，餐點好吃、新鮮、溫熱，希望這位外送員如有類似情形，一定要注意騎車安全，加油,5/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,9/22/2019,The curry tasted really weird and disgusting,1/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,9/21/2019,份量有點少 豬肉燴飯不值得,4/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,6/16/2019,漏了餐點，通知後立即補送，服務不錯,5/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,3/29/2019,如果你肚子餓卻不知道吃什麼，我推薦這家的抄手+牛肉蕃茄湯，好吃！,5/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,3/18/2019,餐點很棒哦,5/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,2/20/2019,不好吃又貴,1/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,1/8/2019,外送服務很好,5/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,12/13/2018,有時候會送錯餐點,3/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,10/27/2018,牛肉很不新鮮有怪味，餃子肉也不新鮮，餃子皮都爛掉了,1/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,10/15/2018,皮蛋不新鮮,1/5
y0la/jia-xiang-wei-mian-shi-guan-wen-heng-dian,9/13/2018,很便利,5/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,9/21/2021,東西全部都好吃 但少送了單點的一碗白飯,4/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,8/14/2021,菜不好,1/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,7/26/2021,很棒很好吃喔😋,5/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,7/11/2021,雞腿肉粉紅色的也不知道有沒有熟,3/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,7/8/2021,一般般,3/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,6/15/2021,註明請幫我切雞腿、每次都不幫忙切、雞腿炸的黑黑的,3/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,6/11/2021,I love 吳珮如 ❤️,5/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,6/11/2021,副餐少送飲料～,4/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,6/6/2021,很好吃！套餐的其實是很划算的,5/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,5/27/2021,餐點延誤,1/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,5/25/2021,炸雞腿肉沒全熟，配的兩樣蔬菜都是苦的，肉吃的很害怕，蔬菜全扔掉，烹調很隨便，砸招牌了,2/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,5/20/2021,排骨明顯的是放隔夜的，硬到吃不了,3/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,5/20/2021,食品控管仍須加強 高麗菜裡有蟲出現,3/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,5/15/2021,ㄤ,5/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,5/11/2021,太好吃了,5/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,5/6/2021,好吃 可惜椒麻雞的醬爆掉了😭😭😭😭,5/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,3/20/2021,三樣菜都是一樣的,2/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,11/3/2020,雞腿好像變小了,3/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,9/27/2020,備餐時間也太久,2/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,9/2/2020,好吃,5/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,7/13/2020,一個便當109$ 才知道是被強迫消費了一杯飲料一碗湯才那麼貴 價格不是重點 重點是我沒有要喝湯喝飲料啊...,1/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,7/10/2020,炸皮有點太多太厚,4/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,6/16/2020,雞湯超好喝,5/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,4/28/2020,軟體應用度不佳,4/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,4/23/2020,乾淨衛生，cp值高,5/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,4/21/2020,有香菇雞湯，有飲料，cp值高,5/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,4/20/2020,菜的份量太少,4/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,4/20/2020,菜冷掉了，菜色普通，主餐雞肉尚可。 附贈湯和飲料。湯品很熱，飲料是檸檬紅茶。,3/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,4/15/2020,好吃 cp值高,5/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,4/14/2020,菜的份量太少,4/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,4/8/2020,太油,3/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,3/31/2020,湯超級有誠意 非常滿意的一餐,5/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,3/16/2020,好吃 雞湯也很有誠意！！,5/5
e3qx/tai-shi-fu-bian-dang-zhuan-mai-dian-gao-xiong-yu-cheng-dian,2/11/2020,古早味排骨很好吃，雞湯很好喝，冬檸茶很好喝，送餐也快👍,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,10/8/2021,我有註明不要蔥，但滿滿整碗的蔥 我不敢吃蔥,1/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,10/1/2021,湯頭很美味，只是這次訂購十碗下次建議可以用紙板分隔或裝兩袋，避免紙碗壓到變形,4/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,9/25/2021,很普通。,3/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,9/17/2021,沒有放醬油🥲🥲🥲,4/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,9/15/2021,湯有點太鹹了，但肉和麵非常好吃,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,9/15/2021,超好吃的 老火鍋麻辣牛肉麵大推,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,8/10/2021,訂了咖喱飯竟然只有咖喱沒有白飯,3/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,8/5/2021,滷味太鹹，溏心蛋還不錯，外帶自取時受到店家刁難，不推薦外帶自取。,2/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,7/26/2021,每次訂都很好吃😋,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,7/14/2021,點牛肉麵只有四塊牛肉，湯頭普通。寬麵煮太軟。,3/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,6/7/2021,送錯餐點 點豚肉麵節來的是牛肉麵 但是本人不吃牛！……,2/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,6/3/2021,Great,4/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,5/15/2021,每次吃都很好吃,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,5/6/2021,真的很好吃😋,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,4/24/2021,咖哩飯飯太多，咖哩醬太少,4/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,3/16/2021,變不好吃，小菜味道怪怪的,2/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,3/10/2021,咖哩豬肉飯很好吃,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,3/5/2021,豬肉裡有一塊疑似牛肉,4/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,3/3/2021,少給東西,3/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,2/19/2021,送錯餐點內容,4/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,2/7/2021,咖哩過少，吃到後面只剩白飯,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,10/17/2020,麵裡有菜瓜布渣,2/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,10/11/2020,湯頭好喝，會再光顧,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,9/27/2020,麻辣湯頭不辣、偏油，但整體尚可。,4/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,9/22/2020,好吃！,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,9/22/2020,超好吃 很棒 麵跟湯有分開裝 貼心👍🏻,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,9/6/2020,麵條放錯了,4/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,8/25/2020,普通,3/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,7/28/2020,食物普普,3/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,7/3/2020,湯常常會漏出來希望能裝袋子裡在裝碗，已經好幾次了,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,6/30/2020,牛肉肉塊在鍋底燒焦還出餐。,2/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,6/24/2020,跟店面吃一樣好吃,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,5/22/2020,飯多雖然是好事但沒什麼汁 吃多會膩,3/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,4/25/2020,菜色可以，但是店長不會遵循料理指示分裝小菜。大概是為了省包裝費用，店家做事鐵腕風格硬漢。粗線條的待客之道有點可惜。,4/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,4/16/2020,麻辣味的辣味很足，麵也不錯,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,4/11/2020,很好吃 超美味 番茄一點也不酸不做菜很快速方便好吃,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,4/3/2020,餐點耗時長，油膩，又常常缺貨。,3/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,4/2/2020,今天的湯太鹹了,3/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,3/31/2020,真的好吃👍,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,3/24/2020,搜尋🔍店家的功能，要改善,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,3/15/2020,丼飯好吃,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,2/27/2020,牛肉麵好吃 蔥油餅太乾很薄,4/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,2/25/2020,餐點耗時長，味道普通，營業時間過短。最讓人無法接受的是牛肉麵沒有提供酸菜。,3/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,2/13/2020,我點的餐點沒有收到蔥油餅,4/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,2/9/2020,外送人又帥又親切！,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,2/5/2020,拿到餐點時，所有湯都已經打翻在袋子裡了。變成乾麵🤔🤔,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,2/3/2020,很好吃 下次還會訂購喔,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,1/23/2020,好吃，已經點2次了,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,1/19/2020,好吃😋,5/5
a6qa/xing-fu-mian-wu-gao-xiong-qian-jin-dian,1/16/2020,湯太鹹，時間又慢,3/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,8/25/2021,狀態時好時壞 有時正常 有時特別難吃 我還蠻常點的但是有時候晚上點的味道比中文點的還淡 全看店員心情,1/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,8/14/2021,味道很一般,1/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,8/5/2021,店家沒看備註 小份和大份的區別只飯 配料沒有多,4/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,8/2/2021,備註加辣沒加辣 好吃但份量很少,4/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,7/16/2021,我點雞肉飯 來肉燥飯 點三顆蛋 來兩顆 已經不是第一次了！！！ 出單前可不可以先檢查啊,1/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,5/22/2021,延遲半小時,1/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,5/20/2021,菜單做反，雞肉飯大的做成小的，肉燥小的做成大的，而且訂單有魯蛋沒有給,1/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,5/18/2021,普通,4/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,5/8/2021,有備註不要酸菜，結果還是加了,3/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,5/4/2021,點了香菇雞麵完全沒有麵，再出餐之前應該要再檢查一次，不然造成消費者麻煩,1/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,4/30/2021,雞肉飯送成肉燥飯了⋯⋯,4/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,3/13/2021,今天的排骨酥湯喝起來很水沒有味道，表現有失水準。,3/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,2/3/2021,湯都灑的到處都是,5/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,1/29/2021,超愛吃你們家的飯,5/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,1/24/2021,https://fdpnda.app.link/EXxEDsSxR0 按以上連結，首次訂餐賺200,5/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,1/9/2021,希望下次你們可以給我正確的餐點,1/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,1/8/2021,好吃😋,5/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,1/6/2021,就是非常好吃能形容,5/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,12/27/2020,點兩份買一送一居然只拿到兩份,1/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,12/22/2020,好吃😋,5/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,12/9/2020,全家公認的好吃,5/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,10/21/2020,送錯訂單,2/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,4/25/2020,點餐到餐點送達需要一個小時，扯！！,5/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,3/9/2020,Wait too long,5/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,12/27/2019,點了油豆腐沒有油豆腐,1/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,12/11/2019,The food is way too overpriced,2/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,12/6/2019,雞湯好喝 回購好幾次了,5/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,12/5/2019,腿庫飯連續下單兩次都只有肥肉，瘦肉少的可憐,3/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,11/27/2019,下單滷蛋結果沒有滷蛋，湯也不熱……,3/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,9/13/2019,昨天送來的貢丸湯剩下貢丸沒有湯，非常傻眼,3/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,9/11/2019,湯太少太貴,2/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,8/25/2019,肉柴老些。,3/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,8/4/2019,飯量跟筍乾太少,4/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,7/11/2019,控肉夠份量 飯可以多一些。,5/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,7/8/2019,麵結塊了,3/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,6/14/2019,好吃，但是豬腳幾乎都是骨頭,4/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,6/12/2019,備餐等好久，司機領取到餐點之後也等好久 整個過程一個小時,3/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,6/1/2019,份量不錯 雞湯很好喝,5/5
y7kk/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zuo-ying-dian,5/6/2019,湯頭不錯喝，但排骨泡在湯裡太軟爛，建議可以和湯分開打包,4/5
ns4a/shui-yuan-tian-mian-shi-guan-gao-xiong-re-he-dian,9/20/2021,點陽春麵送來變刀削麵 也不通知,2/5
ns4a/shui-yuan-tian-mian-shi-guan-gao-xiong-re-he-dian,9/6/2021,湯漏出來 水餃好吃好貴,4/5
ns4a/shui-yuan-tian-mian-shi-guan-gao-xiong-re-he-dian,8/22/2021,好吃,5/5
ns4a/shui-yuan-tian-mian-shi-guan-gao-xiong-re-he-dian,7/25/2021,麵條很Q，不會太乾，涼拌木耳，讚,5/5
f8mx/ning-meng-xiang-mao-huo-guo-zhuan-mai-dian-gao-xiong-guang-xing-dian,9/5/2021,還是一樣很好吃！但湯頭的香茅味和以前病少了很多,5/5
f8mx/ning-meng-xiang-mao-huo-guo-zhuan-mai-dian-gao-xiong-guang-xing-dian,8/14/2021,還不錯好吃 cp質高 若醬料可以免費更好,5/5
f8mx/ning-meng-xiang-mao-huo-guo-zhuan-mai-dian-gao-xiong-guang-xing-dian,7/25/2021,經濟實惠,5/5
f8mx/ning-meng-xiang-mao-huo-guo-zhuan-mai-dian-gao-xiong-guang-xing-dian,6/5/2021,份量足夠，包裝也完善,5/5
f8mx/ning-meng-xiang-mao-huo-guo-zhuan-mai-dian-gao-xiong-guang-xing-dian,5/22/2021,高麗菜可以撕小片一點,5/5
f8mx/ning-meng-xiang-mao-huo-guo-zhuan-mai-dian-gao-xiong-guang-xing-dian,4/29/2021,口味偏淡且未附火鍋沾醬,4/5
f8mx/ning-meng-xiang-mao-huo-guo-zhuan-mai-dian-gao-xiong-guang-xing-dian,4/24/2021,完全沒有檸檬香茅的味道,2/5
f8mx/ning-meng-xiang-mao-huo-guo-zhuan-mai-dian-gao-xiong-guang-xing-dian,2/13/2021,天然的湯頭，新鮮食材,5/5
f8mx/ning-meng-xiang-mao-huo-guo-zhuan-mai-dian-gao-xiong-guang-xing-dian,2/3/2021,美味可口,5/5
f8mx/ning-meng-xiang-mao-huo-guo-zhuan-mai-dian-gao-xiong-guang-xing-dian,12/19/2020,感謝外送人員的餐點好吃,5/5
f8mx/ning-meng-xiang-mao-huo-guo-zhuan-mai-dian-gao-xiong-guang-xing-dian,12/6/2020,*少送一個白飯 *香茅麻辣鍋的袋子破掉，倒湯時湯都外漏,1/5
f8mx/ning-meng-xiang-mao-huo-guo-zhuan-mai-dian-gao-xiong-guang-xing-dian,12/5/2020,訂6鍋來全部沒有註明什麼鍋 ，打電話去店裡問 還說全部口味都一樣 跟我說有問題在打他們在忙！ 就是你們沒有註明 我點的魚肉鍋 和有分別加料的都混在一起怎麼找 就是有問題才打 還叫我有問題在打？,1/5
